[2023.08.31 09:30:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693445401260 <= 1693445401512, execute later
[2023.08.31 14:34:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:34:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461605680 <= 1693463646702, execute later
[2023.08.31 14:34:51 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462838010 <= 1693463691716, execute later
[2023.08.31 14:34:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461624900 <= 1693463691716, execute later
[2023.08.31 14:35:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:35:01 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462844103 <= 1693463700703, execute later
[2023.08.31 14:35:04 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461628940 <= 1693463703780, execute later
[2023.08.31 14:35:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462853013 <= 1693463712741, execute later
[2023.08.31 14:35:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462856009 <= 1693463715704, execute later
[2023.08.31 14:35:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462859050 <= 1693463718726, execute later
[2023.08.31 14:35:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462862016 <= 1693463721735, execute later
[2023.08.31 14:35:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461644570 <= 1693463742708, execute later
[2023.08.31 14:35:55 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462883020 <= 1693463754721, execute later
[2023.08.31 14:36:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:36:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462895004 <= 1693463766707, execute later
[2023.08.31 14:36:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461660890 <= 1693463772702, execute later
[2023.08.31 14:36:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462910007 <= 1693463781714, execute later
[2023.08.31 14:36:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461665120 <= 1693463781714, execute later
[2023.08.31 14:36:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462916014 <= 1693463790706, execute later
[2023.08.31 14:36:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462925061 <= 1693463796703, execute later
[2023.08.31 14:36:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462928011 <= 1693463802706, execute later
[2023.08.31 14:36:56 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462940082 <= 1693463814708, execute later
[2023.08.31 14:37:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:37:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462952006 <= 1693463829703, execute later
[2023.08.31 14:37:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462958007 <= 1693463835720, execute later
[2023.08.31 14:37:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461685000 <= 1693463844706, execute later
[2023.08.31 14:38:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:38:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461705540 <= 1693463880695, execute later
[2023.08.31 14:38:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693463000002 <= 1693463889758, execute later
[2023.08.31 14:38:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461711810 <= 1693463892772, execute later
[2023.08.31 14:38:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693463006007 <= 1693463895765, execute later
[2023.08.31 14:38:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693463021008 <= 1693463910707, execute later
[2023.08.31 14:38:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461723980 <= 1693463919687, execute later
[2023.08.31 14:38:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693463030004 <= 1693463919687, execute later
[2023.08.31 14:38:47 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693463036008 <= 1693463925694, execute later
[2023.08.31 14:38:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693463042002 <= 1693463934689, execute later
[2023.08.31 14:39:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:39:01 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461735680 <= 1693463940706, execute later
[2023.08.31 14:39:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461737480 <= 1693463940706, execute later
[2023.08.31 14:39:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461746260 <= 1693463964695, execute later
[2023.08.31 14:39:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461752820 <= 1693463967738, execute later
[2023.08.31 14:39:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693463965962 <= 1693463970706, execute later
[2023.08.31 14:39:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693463969036 <= 1693463973770, execute later
[2023.08.31 14:40:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:40:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461784010 <= 1693464015708, execute later
[2023.08.31 14:40:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461790330 <= 1693464025943, execute later
[2023.08.31 14:40:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461792510 <= 1693464027719, execute later
[2023.08.31 14:40:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464052973 <= 1693464057690, execute later
[2023.08.31 14:41:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:41:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464068071 <= 1693464069703, execute later
[2023.08.31 14:41:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464071125 <= 1693464072762, execute later
[2023.08.31 14:41:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464077035 <= 1693464078678, execute later
[2023.08.31 14:41:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464079951 <= 1693464081720, execute later
[2023.08.31 14:41:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464083025 <= 1693464084704, execute later
[2023.08.31 14:41:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464086107 <= 1693464087751, execute later
[2023.08.31 14:41:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464097967 <= 1693464099701, execute later
[2023.08.31 14:41:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461835370 <= 1693464102742, execute later
[2023.08.31 14:41:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461842500 <= 1693464114707, execute later
[2023.08.31 14:42:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:42:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461846050 <= 1693464120787, execute later
[2023.08.31 14:42:29 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464145985 <= 1693464147707, execute later
[2023.08.31 14:42:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464148971 <= 1693464150781, execute later
[2023.08.31 14:42:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464164010 <= 1693464165710, execute later
[2023.08.31 14:42:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464170016 <= 1693464171757, execute later
[2023.08.31 14:43:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:43:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464182005 <= 1693464183709, execute later
[2023.08.31 14:43:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461874390 <= 1693464183709, execute later
[2023.08.31 14:43:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464185020 <= 1693464186709, execute later
[2023.08.31 14:43:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464188001 <= 1693464189710, execute later
[2023.08.31 14:43:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461878160 <= 1693464204696, execute later
[2023.08.31 14:43:27 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464202944 <= 1693464204696, execute later
[2023.08.31 14:43:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464218024 <= 1693464219677, execute later
[2023.08.31 14:43:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464221386 <= 1693464225725, execute later
[2023.08.31 14:43:49 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464224283 <= 1693464228694, execute later
[2023.08.31 14:43:56 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464230036 <= 1693464234674, execute later
[2023.08.31 14:44:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:44:07 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464241998 <= 1693464246674, execute later
[2023.08.31 14:44:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464244971 <= 1693464249687, execute later
[2023.08.31 14:44:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464253946 <= 1693464258756, execute later
[2023.08.31 14:44:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464257015 <= 1693464261704, execute later
[2023.08.31 14:44:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464260021 <= 1693464264751, execute later
[2023.08.31 14:44:27 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464262995 <= 1693464267710, execute later
[2023.08.31 14:44:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464271947 <= 1693464273743, execute later
[2023.08.31 14:44:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461913340 <= 1693464282739, execute later
[2023.08.31 14:44:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464281018 <= 1693464282739, execute later
[2023.08.31 14:44:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464293023 <= 1693464294679, execute later
[2023.08.31 14:45:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464295945 <= 1693464297694, execute later
[2023.08.31 14:45:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:45:04 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461915690 <= 1693464303758, execute later
[2023.08.31 14:45:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464302250 <= 1693464303758, execute later
[2023.08.31 14:45:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464305427 <= 1693464309680, execute later
[2023.08.31 14:45:28 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464319943 <= 1693464327781, execute later
[2023.08.31 14:45:28 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461933630 <= 1693464327781, execute later
[2023.08.31 14:45:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464322942 <= 1693464330805, execute later
[2023.08.31 14:45:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464332075 <= 1693464339694, execute later
[2023.08.31 14:45:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464335532 <= 1693464342673, execute later
[2023.08.31 14:45:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461941210 <= 1693464345680, execute later
[2023.08.31 14:45:50 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461945620 <= 1693464348664, execute later
[2023.08.31 14:46:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:46:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461951200 <= 1693464360786, execute later
[2023.08.31 14:46:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461951400 <= 1693464363678, execute later
[2023.08.31 14:46:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461955550 <= 1693464369679, execute later
[2023.08.31 14:46:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464370939 <= 1693464381673, execute later
[2023.08.31 14:46:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461961040 <= 1693464381673, execute later
[2023.08.31 14:46:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464380145 <= 1693464390664, execute later
[2023.08.31 14:46:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464386249 <= 1693464399733, execute later
[2023.08.31 14:46:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464391937 <= 1693464405718, execute later
[2023.08.31 14:46:55 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464398389 <= 1693464414688, execute later
[2023.08.31 14:47:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:47:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464404471 <= 1693464420737, execute later
[2023.08.31 14:47:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464412933 <= 1693464429701, execute later
[2023.08.31 14:47:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464418952 <= 1693464435677, execute later
[2023.08.31 14:47:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461985220 <= 1693464435677, execute later
[2023.08.31 14:47:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693461985220 <= 1693464441677, execute later
[2023.08.31 14:47:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464430974 <= 1693464444734, execute later
[2023.08.31 14:47:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464436939 <= 1693464453725, execute later
[2023.08.31 14:47:49 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462002500 <= 1693464468725, execute later
[2023.08.31 14:47:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464451937 <= 1693464471678, execute later
[2023.08.31 14:47:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464457931 <= 1693464477711, execute later
[2023.08.31 14:48:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:48:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464460934 <= 1693464480663, execute later
[2023.08.31 14:48:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464463985 <= 1693464483689, execute later
[2023.08.31 14:48:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464469985 <= 1693464489675, execute later
[2023.08.31 14:48:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464475945 <= 1693464495723, execute later
[2023.08.31 14:48:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464478976 <= 1693464495723, execute later
[2023.08.31 14:48:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464496989 <= 1693464519739, execute later
[2023.08.31 14:48:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462027890 <= 1693464525678, execute later
[2023.08.31 14:48:53 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464505953 <= 1693464531727, execute later
[2023.08.31 14:48:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464511951 <= 1693464537669, execute later
[2023.08.31 14:49:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:49:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462031490 <= 1693464540660, execute later
[2023.08.31 14:49:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464521023 <= 1693464546724, execute later
[2023.08.31 14:49:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462045550 <= 1693464564767, execute later
[2023.08.31 14:49:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464541933 <= 1693464570694, execute later
[2023.08.31 14:49:33 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462047840 <= 1693464573659, execute later
[2023.08.31 14:49:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464544927 <= 1693464573659, execute later
[2023.08.31 14:49:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464547997 <= 1693464576664, execute later
[2023.08.31 14:49:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464553962 <= 1693464585656, execute later
[2023.08.31 14:49:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462059620 <= 1693464597672, execute later
[2023.08.31 14:50:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:50:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464571966 <= 1693464606670, execute later
[2023.08.31 14:50:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464580939 <= 1693464615661, execute later
[2023.08.31 14:50:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464586928 <= 1693464624660, execute later
[2023.08.31 14:50:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462074150 <= 1693464630662, execute later
[2023.08.31 14:50:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464601934 <= 1693464636669, execute later
[2023.08.31 14:50:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462075760 <= 1693464639661, execute later
[2023.08.31 14:50:50 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464610997 <= 1693464648688, execute later
[2023.08.31 14:50:51 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462086160 <= 1693464648688, execute later
[2023.08.31 14:50:55 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464616923 <= 1693464654666, execute later
[2023.08.31 14:50:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464620279 <= 1693464657692, execute later
[2023.08.31 14:51:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 14:51:03 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464623330 <= 1693464660660, execute later
[2023.08.31 14:51:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464631925 <= 1693464672680, execute later
[2023.08.31 14:51:20 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464637931 <= 1693464678720, execute later
[2023.08.31 14:51:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464640924 <= 1693464681658, execute later
[2023.08.31 14:51:29 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693462108220 <= 1693464687661, execute later
[2023.08.31 14:51:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693464649946 <= 1693464693657, execute later
